ranking_date,rank,player,points
20220411,1851,144805,1
20220411,1851,210198,1
20220411,1851,209323,1
20220411,1851,122171,1
20220411,1851,132804,1
20220411,1851,103902,1
20220411,1851,209112,1
20220411,1851,138758,1
20220411,1851,210306,1
20220411,1851,207673,1
20220411,1851,208204,1
20220411,1851,134398,1
20220411,1851,210119,1
20220411,1851,202273,1
20220411,1851,208254,1
20220411,1851,200457,1
20220411,1851,210494,1
20220411,1851,122612,1
20220411,1851,207335,1
20220411,1851,210243,1
20220411,1851,210114,1
20220411,1851,209914,1
20220411,1851,210129,1
20220411,1851,207202,1
20220411,1851,205703,1
20220411,1851,210418,1
20220411,1851,105726,1
20220411,1851,207225,1
20220411,1851,200086,1
20220411,1851,208365,1
20220411,1851,210389,1
20220411,1851,105849,1
20220411,1851,202096,1
20220411,1851,111199,1
20220411,1851,210429,1
20220411,1851,105079,1
20220411,1851,207986,1
20220411,1851,106204,1
20220411,1851,139052,1
20220411,1851,209972,1
20220411,1851,106149,1
20220411,1851,208796,1
20220411,1851,104746,1
20220411,1851,208301,1
20220411,1851,200420,1
20220411,1851,209255,1
20220411,1851,133177,1
20220411,1851,208581,1
20220411,1851,210059,1
20220411,1851,208450,1
20220411,1851,208814,1
20220411,1851,134068,1
20220411,1851,209088,1
20220411,1851,200640,1
20220411,1851,207186,1
20220411,1851,134005,1
20220411,1851,209922,1
20220411,1851,210316,1
20220411,1851,200375,1
20220411,1851,210169,1
20220411,1851,209096,1
20220411,1851,105342,1
20220411,1961,207180,1
20220411,1961,210252,1
20220411,1961,208459,1
20220411,1961,126780,1
20220411,1961,209280,1
20220411,1961,209108,1
20220411,1961,209079,1
20220411,1961,120542,1
20220411,1961,127175,1
20220411,1961,124095,1
20220411,1961,138431,1
20220411,1961,206871,1
